#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NZ_CP013992.1",1032222,1033175,"-",,,"AWN65_RS04515","WP_060382073.1",317,"zinc metalloprotease"
"chromosome","NZ_CP013992.1",1033531,1034040,"-",,,"AWN65_RS04520","WP_060382074.1",169,"MULTISPECIES: TrmH family RNA methyltransferase"
"chromosome","NZ_CP013992.1",1034045,1034695,"-",,,"AWN65_RS04525","WP_060382075.1",216,"MULTISPECIES: DUF4159 domain-containing protein"
"chromosome","NZ_CP013992.1",1034765,1035469,"-",,,"AWN65_RS04530","WP_060382076.1",234,"MULTISPECIES: 16S rRNA (uracil(1498)-N(3))-methyltransferase"
"chromosome","NZ_CP013992.1",1035497,1036519,"-",,"tsaD","AWN65_RS04535","WP_060383821.1",340,"MULTISPECIES: tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD"
"chromosome","NZ_CP013992.1",1036701,1041176,"+",,,"AWN65_RS04540","WP_235588344.1",1491,"MULTISPECIES: translocation/assembly module TamB"
"chromosome","NZ_CP013992.1",1041337,1042326,"+",,"pfkA","AWN65_RS04545","WP_060382078.1",329,"MULTISPECIES: 6-phosphofructokinase"
"chromosome","NZ_CP013992.1",1042497,1043495,"+",,"gap","AWN65_RS04550","WP_060382079.1",332,"MULTISPECIES: type I glyceraldehyde-3-phosphate dehydrogenase"
"chromosome","NZ_CP013992.1",1043729,1044580,"+",,,"AWN65_RS04555","WP_060382080.1",283,"MULTISPECIES: N-acetylglucosamine kinase"
"chromosome","NZ_CP013992.1",1044586,1044954,"+",,,"AWN65_RS04560","WP_060382081.1",122,"MULTISPECIES: methylglyoxal synthase"
"chromosome","NZ_CP013992.1",1045115,1045684,"+",,,"AWN65_RS04565","WP_060382082.1",189,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1045929,1046639,"-",,,"AWN65_RS04570","WP_060382083.1",236,"MULTISPECIES: YebC/PmpR family DNA-binding transcriptional regulator"
"chromosome","NZ_CP013992.1",1046750,1047337,"-",,"rsmD","AWN65_RS04575","WP_060382084.1",195,"MULTISPECIES: 16S rRNA (guanine(966)-N(2))-methyltransferase RsmD"
"chromosome","NZ_CP013992.1",1047328,1048152,"-",,,"AWN65_RS04580","WP_060382085.1",274,"MULTISPECIES: DUF3822 family protein"
"chromosome","NZ_CP013992.1",1048504,1049928,"+",,,"AWN65_RS04585","WP_060382086.1",474,"AAA family ATPase"
"chromosome","NZ_CP013992.1",1050008,1050739,"+",,"kdsB","AWN65_RS04590","WP_060382087.1",243,"MULTISPECIES: 3-deoxy-manno-octulosonate cytidylyltransferase"
"chromosome","NZ_CP013992.1",1050832,1051215,"-",,,"AWN65_RS04595","WP_060383822.1",127,"MULTISPECIES: DUF1573 domain-containing protein"
"chromosome","NZ_CP013992.1",1051525,1054152,"+",,,"AWN65_RS04600","WP_060382088.1",875,"MULTISPECIES: valine--tRNA ligase"
"chromosome","NZ_CP013992.1",1054400,1054894,"-",,,"AWN65_RS04605","WP_060382089.1",164,"MULTISPECIES: metallophosphatase family protein"
"chromosome","NZ_CP013992.1",1055083,1056210,"+",,,"AWN65_RS04610","WP_060382090.1",375,"MULTISPECIES: cysteine desulfurase"
"chromosome","NZ_CP013992.1",1056207,1057085,"+",,,"AWN65_RS04615","WP_060382091.1",292,"MULTISPECIES: glycerophosphodiester phosphodiesterase"
"chromosome","NZ_CP013992.1",1057146,1058228,"-",,"gcvT","AWN65_RS04620","WP_060382092.1",360,"MULTISPECIES: glycine cleavage system aminomethyltransferase GcvT"
"chromosome","NZ_CP013992.1",1058726,1060228,"+",,"hutH","AWN65_RS04625","WP_060383823.1",500,"MULTISPECIES: histidine ammonia-lyase"
"chromosome","NZ_CP013992.1",1060384,1060950,"-",,,"AWN65_RS04630","WP_060382093.1",188,"MULTISPECIES: YceI family protein"
"chromosome","NZ_CP013992.1",1060964,1061596,"-",,,"AWN65_RS04635","WP_060382094.1",210,"MULTISPECIES: NAD(P)H-dependent oxidoreductase"
"chromosome","NZ_CP013992.1",1061600,1062052,"-",,,"AWN65_RS04640","WP_060382095.1",150,"MarR family transcriptional regulator"
"chromosome","NZ_CP013992.1",1062553,1064454,"+",,,"AWN65_RS04645","WP_060382096.1",633,"SPFH domain-containing protein"
"chromosome","NZ_CP013992.1",1065209,1066027,"-",,,"AWN65_RS04650","WP_060382097.1",272,"MULTISPECIES: 1-acyl-sn-glycerol-3-phosphate acyltransferase"
"chromosome","NZ_CP013992.1",1066067,1066705,"-",,,"AWN65_RS04655","WP_060382098.1",212,"MULTISPECIES: CoA pyrophosphatase"
"chromosome","NZ_CP013992.1",1066808,1067251,"+",,,"AWN65_RS04660","WP_060383824.1",147,"MULTISPECIES: DUF4268 domain-containing protein"
"chromosome","NZ_CP013992.1",1067471,1068814,"-",,"purB","AWN65_RS04665","WP_060382099.1",447,"MULTISPECIES: adenylosuccinate lyase"
"chromosome","NZ_CP013992.1",1069096,1070013,"-",,"lgt","AWN65_RS04670","WP_060382100.1",305,"MULTISPECIES: prolipoprotein diacylglyceryl transferase"
"chromosome","NZ_CP013992.1",1070135,1071835,"+",,,"AWN65_RS04675","WP_235588345.1",566,"pseudouridine synthase"
"chromosome","NZ_CP013992.1",1071907,1072974,"-",,,"AWN65_RS04680","WP_060382102.1",355,"MULTISPECIES: glutaminyl-peptide cyclotransferase"
"chromosome","NZ_CP013992.1",1073240,1074232,"+",,,"AWN65_RS04690","WP_060382103.1",330,"MULTISPECIES: chloromuconate cycloisomerase"
"chromosome","NZ_CP013992.1",1074270,1075076,"+",,,"AWN65_RS04695","WP_060382104.1",268,"MULTISPECIES: SDR family oxidoreductase"
"chromosome","NZ_CP013992.1",1075202,1075858,"+",,"fsa","AWN65_RS04700","WP_060382105.1",218,"MULTISPECIES: fructose-6-phosphate aldolase"
"chromosome","NZ_CP013992.1",1076360,1077178,"-",,"kdsA","AWN65_RS04705","WP_060382106.1",272,"MULTISPECIES: 3-deoxy-8-phosphooctulonate synthase"
"chromosome","NZ_CP013992.1",1077324,1078907,"-",,,"AWN65_RS04710","WP_060382107.1",527,"MULTISPECIES: DHA2 family efflux MFS transporter permease subunit"
"chromosome","NZ_CP013992.1",1078918,1080003,"-",,,"AWN65_RS04715","WP_060382108.1",361,"MULTISPECIES: HlyD family secretion protein"
"chromosome","NZ_CP013992.1",1080013,1081332,"-",,,"AWN65_RS04720","WP_060382109.1",439,"MULTISPECIES: TolC family protein"
"chromosome","NZ_CP013992.1",1081329,1081952,"-",,,"AWN65_RS04725","WP_060382110.1",207,"MULTISPECIES: TetR/AcrR family transcriptional regulator"
"chromosome","NZ_CP013992.1",1082208,1083422,"+",,,"AWN65_RS04730","WP_060382111.1",404,"MULTISPECIES: methyltransferase domain-containing protein"
"chromosome","NZ_CP013992.1",1083443,1084558,"+",,,"AWN65_RS04735","WP_060382112.1",371,"MULTISPECIES: endonuclease"
"chromosome","NZ_CP013992.1",1084641,1087028,"+",,,"AWN65_RS04740","WP_060382113.1",795,"endonuclease"
"chromosome","NZ_CP013992.1",1087646,1089034,"+",,"lpdA","AWN65_RS04745","WP_060382114.1",462,"dihydrolipoyl dehydrogenase"
"chromosome","NZ_CP013992.1",1089356,1089670,"+",,,"AWN65_RS04750","WP_060382115.1",104,"MULTISPECIES: rhodanese-like domain-containing protein"
"chromosome","NZ_CP013992.1",1089965,1090681,"-",,,"AWN65_RS04755","WP_060382116.1",238,"MULTISPECIES: potassium channel family protein"
"chromosome","NZ_CP013992.1",1090975,1093128,"+",,,"AWN65_RS04760","WP_060382117.1",717,"carboxypeptidase-like regulatory domain-containing protein"
"chromosome","NZ_CP013992.1",1093284,1093907,"+",,,"AWN65_RS04765","WP_060382118.1",207,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1093938,1095272,"+",,,"AWN65_RS04770","WP_060382119.1",444,"MULTISPECIES: histidine kinase"
"chromosome","NZ_CP013992.1",1095312,1095611,"+",,,"AWN65_RS04775","WP_060382120.1",99,"2TM domain-containing protein"
"chromosome","NZ_CP013992.1",1095621,1095977,"+",,,"AWN65_RS04780","WP_060382121.1",118,"MULTISPECIES: 2TM domain-containing protein"
"chromosome","NZ_CP013992.1",1096000,1096755,"+",,,"AWN65_RS04785","WP_060382122.1",251,"MULTISPECIES: LytTR family DNA-binding domain-containing protein"
"chromosome","NZ_CP013992.1",1097166,1098020,"-",,,"AWN65_RS04790","WP_060382123.1",284,"MULTISPECIES: OmpA family protein"
"chromosome","NZ_CP013992.1",1098027,1099028,"-",,,"AWN65_RS04795","WP_060382124.1",333,"MULTISPECIES: glycosyltransferase family 2 protein"
"chromosome","NZ_CP013992.1",1099597,1100043,"-",,,"AWN65_RS04805","WP_060382126.1",148,"MULTISPECIES: type I restriction enzyme HsdR N-terminal domain-containing protein"
"chromosome","NZ_CP013992.1",1100286,1101290,"+",,"holA","AWN65_RS04810","WP_060382127.1",334,"MULTISPECIES: DNA polymerase III subunit delta"
"chromosome","NZ_CP013992.1",1101350,1101526,"+",,,"AWN65_RS15015","WP_088420252.1",58,"MULTISPECIES: CAL67264 family membrane protein"
"chromosome","NZ_CP013992.1",1101602,1103290,"+",,"ettA","AWN65_RS04820","WP_060382129.1",562,"MULTISPECIES: energy-dependent translational throttle protein EttA"
"chromosome","NZ_CP013992.1",1103610,1104683,"-",,,"AWN65_RS04825","WP_060382130.1",357,"MULTISPECIES: DUF3810 domain-containing protein"
"chromosome","NZ_CP013992.1",1104693,1105106,"-",,,"AWN65_RS04830","WP_060382131.1",137,"MULTISPECIES: DUF393 domain-containing protein"
"chromosome","NZ_CP013992.1",1105117,1107285,"-",,,"AWN65_RS04835","WP_060382132.1",722,"MULTISPECIES: DNA mismatch repair protein MutS"
"chromosome","NZ_CP013992.1",1107382,1107834,"-",,,"AWN65_RS04840","WP_060383825.1",150,"MULTISPECIES: glucosaminidase domain-containing protein"
"chromosome","NZ_CP013992.1",1108127,1109230,"+",,,"AWN65_RS04845","WP_158447577.1",367,"MULTISPECIES: SGNH/GDSL hydrolase family protein"
"chromosome","NZ_CP013992.1",1109788,1111644,"-",,,"AWN65_RS04850","WP_060382134.1",618,"MULTISPECIES: DUF349 domain-containing protein"
"chromosome","NZ_CP013992.1",1112222,1113706,"-",,,"AWN65_RS04855","WP_060383826.1",494,"MULTISPECIES: aminotransferase class V-fold PLP-dependent enzyme"
"chromosome","NZ_CP013992.1",1113835,1114281,"-",,,"AWN65_RS04860","WP_103681671.1",148,"MULTISPECIES: sensor of ECF-type sigma factor"
"chromosome","NZ_CP013992.1",1114299,1114688,"-",,,"AWN65_RS04865","WP_060382136.1",129,"hypothetical protein"
"chromosome","NZ_CP013992.1",1114719,1115261,"-",,,"AWN65_RS04870","WP_060382137.1",180,"MULTISPECIES: RNA polymerase sigma factor"
"chromosome","NZ_CP013992.1",1115355,1116008,"+",,,"AWN65_RS04875","WP_060382138.1",217,"MULTISPECIES: HAD family hydrolase"
"chromosome","NZ_CP013992.1",1116172,1116909,"-",,,"AWN65_RS04880","WP_060382139.1",245,"MULTISPECIES: YggS family pyridoxal phosphate-dependent enzyme"
"chromosome","NZ_CP013992.1",1116921,1117628,"-",,,"AWN65_RS04885","WP_060382140.1",235,"ATP-binding protein"
"chromosome","NZ_CP013992.1",1118457,1119692,"-",,,"AWN65_RS04890","WP_060382141.1",411,"T9SS type A sorting domain-containing protein"
"chromosome","NZ_CP013992.1",1119989,1120831,"+",,,"AWN65_RS04895","WP_060382142.1",280,"MULTISPECIES: DUF2911 domain-containing protein"
"chromosome","NZ_CP013992.1",1121240,1122070,"+",,,"AWN65_RS04900","WP_060382143.1",276,"universal stress protein"
"chromosome","NZ_CP013992.1",1122374,1123735,"-",,,"AWN65_RS15165","WP_235588321.1",453,"transposase"
"chromosome","NZ_CP013992.1",1123918,1124793,"-",,,"AWN65_RS04910","WP_060382144.1",291,"hypothetical protein"
"chromosome","NZ_CP013992.1",1124793,1126226,"-",,,"AWN65_RS04915","WP_060382145.1",477,"MULTISPECIES: MBOAT family protein"
"chromosome","NZ_CP013992.1",1126524,1128431,"+",,"acs","AWN65_RS04920","WP_060382146.1",635,"MULTISPECIES: acetate--CoA ligase"
"chromosome","NZ_CP013992.1",1129004,1131673,"+",,,"AWN65_RS04925","WP_060382147.1",889,"MULTISPECIES: gliding motility-associated C-terminal domain-containing protein"
"chromosome","NZ_CP013992.1",1131696,1132631,"+",,,"AWN65_RS04930","WP_060382148.1",311,"type IX secretion system membrane protein PorP/SprF"
"chromosome","NZ_CP013992.1",1132690,1134753,"+",,,"AWN65_RS04935","WP_060382149.1",687,"OmpA family protein"
"chromosome","NZ_CP013992.1",1134897,1135331,"+",,,"AWN65_RS04940","WP_060382150.1",144,"MULTISPECIES: Rrf2 family transcriptional regulator"
"chromosome","NZ_CP013992.1",1135540,1136127,"+",,,"AWN65_RS04945","WP_060382151.1",195,"MULTISPECIES: Crp/Fnr family transcriptional regulator"
"chromosome","NZ_CP013992.1",1136127,1137323,"+",,,"AWN65_RS04950","WP_060382152.1",398,"hypothetical protein"
"chromosome","NZ_CP013992.1",1137653,1138234,"-",,,"AWN65_RS04960","WP_060382154.1",193,"MULTISPECIES: cytochrome c oxidase subunit 3"
"chromosome","NZ_CP013992.1",1138258,1140015,"-",,,"AWN65_RS04965","WP_060382155.1",585,"VWA domain-containing protein"
"chromosome","NZ_CP013992.1",1140112,1140891,"-",,,"AWN65_RS04970","WP_060382156.1",259,"CbbQ/NirQ/NorQ/GpvN family protein"
"chromosome","NZ_CP013992.1",1140988,1141566,"-",,,"AWN65_RS04975","WP_060382157.1",192,"MULTISPECIES: SCO family protein"
"chromosome","NZ_CP013992.1",1141578,1142417,"-",,,"AWN65_RS04980","WP_060382158.1",279,"MULTISPECIES: formylglycine-generating enzyme family protein"
"chromosome","NZ_CP013992.1",1142445,1143884,"-",,"nirK","AWN65_RS04985","WP_060382159.1",479,"MULTISPECIES: copper-containing nitrite reductase"
"chromosome","NZ_CP013992.1",1143922,1145178,"-",,,"AWN65_RS04990","WP_060382160.1",418,"MULTISPECIES: alginate export family protein"
"chromosome","NZ_CP013992.1",1145241,1146572,"-",,,"AWN65_RS04995","WP_060382161.1",443,"MULTISPECIES: cbb3-type cytochrome c oxidase subunit I"
"chromosome","NZ_CP013992.1",1146588,1147022,"-",,,"AWN65_RS05000","WP_060382162.1",144,"MULTISPECIES: cytochrome c"
"chromosome","NZ_CP013992.1",1147223,1147948,"+",,"ric","AWN65_RS05005","WP_060382163.1",241,"iron-sulfur cluster repair di-iron protein"
"chromosome","NZ_CP013992.1",1148088,1149179,"+",,,"AWN65_RS05010","WP_060382164.1",363,"DNA adenine methylase"
"chromosome","NZ_CP013992.1",1149183,1149359,"+",,,"AWN65_RS15170","WP_235588346.1",58,"hypothetical protein"
"chromosome","NZ_CP013992.1",1149534,1150292,"+",,,"AWN65_RS05015","WP_235588347.1",252,"hypothetical protein"
"chromosome","NZ_CP013992.1",1150619,1152322,"+",,,"AWN65_RS05020","WP_060382165.1",567,"MULTISPECIES: LPS export ABC transporter periplasmic protein LptC"
"chromosome","NZ_CP013992.1",1152537,1153733,"+",,,"AWN65_RS05025","WP_060382166.1",398,"aspartate aminotransferase family protein"
"chromosome","NZ_CP013992.1",1153856,1155256,"+",,,"AWN65_RS05030","WP_060382167.1",466,"tetratricopeptide repeat protein"
"chromosome","NZ_CP013992.1",1155269,1155661,"-",,,"AWN65_RS05035","WP_060382168.1",130,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1155989,1156378,"+",,,"AWN65_RS05040","WP_060382169.1",129,"MULTISPECIES: acyl-CoA thioesterase"
"chromosome","NZ_CP013992.1",1156464,1157192,"-",,,"AWN65_RS05045","WP_060382170.1",242,"MULTISPECIES: biotin-"
"chromosome","NZ_CP013992.1",1157291,1157662,"+",,"rsfS","AWN65_RS05050","WP_060382171.1",123,"MULTISPECIES: ribosome silencing factor"
"chromosome","NZ_CP013992.1",1157677,1159599,"+",,"ftsH","AWN65_RS05055","WP_060382172.1",640,"MULTISPECIES: ATP-dependent zinc metalloprotease FtsH"
"chromosome","NZ_CP013992.1",1159707,1160312,"+",,,"AWN65_RS05060","WP_060382173.1",201,"MULTISPECIES: LUD domain-containing protein"
"chromosome","NZ_CP013992.1",1160314,1161117,"+",,,"AWN65_RS05065","WP_060382174.1",267,"MULTISPECIES: phosphatidate cytidylyltransferase"
"chromosome","NZ_CP013992.1",1161107,1161760,"+",,,"AWN65_RS05070","WP_060382175.1",217,"MULTISPECIES: phosphatidylserine decarboxylase family protein"
"chromosome","NZ_CP013992.1",1161762,1162034,"+",,,"AWN65_RS05075","WP_060382176.1",90,"MULTISPECIES: acyl-CoA-binding protein"
"chromosome","NZ_CP013992.1",1162027,1162878,"+",,,"AWN65_RS05080","WP_060382177.1",283,"superoxide dismutase"
"chromosome","NZ_CP013992.1",1162911,1163603,"-",,,"AWN65_RS05085","WP_060382178.1",230,"hypothetical protein"
"chromosome","NZ_CP013992.1",1163902,1164450,"-",,,"AWN65_RS05090","WP_063743914.1",182,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1164565,1165299,"+",,,"AWN65_RS05095","WP_060382179.1",244,"MULTISPECIES: DUF4369 domain-containing protein"
"chromosome","NZ_CP013992.1",1165344,1165712,"+",,,"AWN65_RS14545","WP_235588361.1",122,"TlpA family protein disulfide reductase"
"chromosome","NZ_CP013992.1",1165802,1167043,"-",,"pepT","AWN65_RS05100","WP_060382180.1",413,"MULTISPECIES: peptidase T"
"chromosome","NZ_CP013992.1",1167046,1168104,"-",,,"AWN65_RS05105","WP_060382181.1",352,"MULTISPECIES: nucleoid-associated protein"
"chromosome","NZ_CP013992.1",1168181,1168717,"-",,,"AWN65_RS05110","WP_060382182.1",178,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1169121,1169960,"+",,,"AWN65_RS05115","WP_060382183.1",279,"MULTISPECIES: 1,4-dihydroxy-2-naphthoyl-CoA synthase"
"chromosome","NZ_CP013992.1",1170392,1171306,"+",,"menA","AWN65_RS05120","WP_060382184.1",304,"MULTISPECIES: 1,4-dihydroxy-2-naphthoate octaprenyltransferase"
"chromosome","NZ_CP013992.1",1171306,1172088,"+",,,"AWN65_RS05125","WP_060382185.1",260,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1172224,1173432,"+",,,"AWN65_RS05130","WP_060382186.1",402,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1173453,1174487,"+",,,"AWN65_RS05135","WP_060382187.1",344,"MULTISPECIES: o-succinylbenzoate synthase"
"chromosome","NZ_CP013992.1",1174877,1178611,"-",,"cobN","AWN65_RS05140","WP_060382188.1",1244,"cobaltochelatase subunit CobN"
"chromosome","NZ_CP013992.1",1178675,1179712,"-",,"cobW","AWN65_RS05145","WP_060382189.1",345,"cobalamin biosynthesis protein CobW"
"chromosome","NZ_CP013992.1",1179997,1180977,"+",,,"AWN65_RS05150","WP_060382190.1",326,"MULTISPECIES: acyl transferase"
"chromosome","NZ_CP013992.1",1181084,1181743,"+",,"rpe","AWN65_RS05155","WP_060382191.1",219,"MULTISPECIES: ribulose-phosphate 3-epimerase"
"chromosome","NZ_CP013992.1",1182256,1183599,"-",,,"AWN65_RS05160","WP_060382192.1",447,"cobyrinate a,c-diamide synthase"
"chromosome","NZ_CP013992.1",1183662,1184507,"+",,,"AWN65_RS05165","WP_060382193.1",281,"hypothetical protein"
"chromosome","NZ_CP013992.1",1184513,1185994,"+",,,"AWN65_RS05170","WP_060382194.1",493,"MULTISPECIES: cobyric acid synthase"
"chromosome","NZ_CP013992.1",1185991,1187013,"+",,,"AWN65_RS05175","WP_060382195.1",340,"MULTISPECIES: aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme"
"chromosome","NZ_CP013992.1",1186998,1187966,"+",,"cbiB","AWN65_RS05180","WP_060382196.1",322,"adenosylcobinamide-phosphate synthase CbiB"
"chromosome","NZ_CP013992.1",1188311,1190932,"+",,,"AWN65_RS05185","WP_060382197.1",873,"MULTISPECIES: TonB-dependent receptor"
"chromosome","NZ_CP013992.1",1190946,1191743,"+",,,"AWN65_RS05190","WP_060382198.1",265,"MULTISPECIES: NAD+ synthetase"
"chromosome","NZ_CP013992.1",1191753,1192577,"+",,,"AWN65_RS05195","WP_060382199.1",274,"MULTISPECIES: SDR family oxidoreductase"
"chromosome","NZ_CP013992.1",1192581,1193369,"+",,"cobA","AWN65_RS05200","WP_060382200.1",262,"MULTISPECIES: uroporphyrinogen-III C-methyltransferase"
"chromosome","NZ_CP013992.1",1193359,1194297,"+",,,"AWN65_RS05205","WP_060382201.1",312,"MULTISPECIES: sirohydrochlorin chelatase"
"chromosome","NZ_CP013992.1",1194333,1195040,"+",,"cobI","AWN65_RS05210","WP_060382202.1",235,"MULTISPECIES: precorrin-2 C(20)-methyltransferase"
"chromosome","NZ_CP013992.1",1195037,1196401,"+",,"cobJ","AWN65_RS05215","WP_060382203.1",454,"MULTISPECIES: precorrin-3B C(17)-methyltransferase"
"chromosome","NZ_CP013992.1",1196403,1197053,"+",,"bluB","AWN65_RS05220","WP_060382204.1",216,"MULTISPECIES: 5,6-dimethylbenzimidazole synthase"
"chromosome","NZ_CP013992.1",1197058,1198311,"+",,,"AWN65_RS05225","WP_060383829.1",417,"bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferase"
"chromosome","NZ_CP013992.1",1198304,1200139,"+",,"cobM","AWN65_RS05230","WP_060382205.1",611,"MULTISPECIES: precorrin-4 C(11)-methyltransferase"
"chromosome","NZ_CP013992.1",1200172,1200930,"+",,"cobK","AWN65_RS05235","WP_060382206.1",252,"MULTISPECIES: precorrin-6A reductase"
"chromosome","NZ_CP013992.1",1200934,1202019,"+",,,"AWN65_RS05240","WP_060382207.1",361,"MULTISPECIES: cobalt-precorrin-5B (C(1))-methyltransferase"
"chromosome","NZ_CP013992.1",1202060,1202758,"+",,,"AWN65_RS05245","WP_060382208.1",232,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP013992.1",1202763,1204436,"+",,,"AWN65_RS05250","WP_158447580.1",557,"VWA domain-containing protein"
"chromosome","NZ_CP013992.1",1204463,1205047,"+",,,"AWN65_RS05255","WP_060382210.1",194,"MULTISPECIES: cob(I)yrinic acid a,c-diamide adenosyltransferase"
"chromosome","NZ_CP013992.1",1205063,1205326,"+",,,"AWN65_RS14760","WP_123861982.1",87,"MULTISPECIES: hypothetical protein"
